"","velocidad_recomendada","severidad","fatales","festivos","iluminación","lesiones_menores","carretera","lesiones_graves","limite_velocidad","clima"
"767836",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"767922",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,60,"Buen clima"
"767939",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"767951",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"767953",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"768016",45,"Accidente leve",0,"No festivo","Soleado",3,"Asfalto",0,80,"Buen clima"
"768019",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"768077",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,60,"Buen clima"
"768081",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"768087",45,"Accidente sin lesiones",0,"Pascua","Oscuro",0,"Asfalto",0,50,"Buen clima"
"768100",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,30,"Lluvia ligera"
"768103",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Granizo"
"768112",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"768133",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"768188",75,"Accidente leve",0,"Fin de semana del Trabajo","Soleado",3,"Asfalto",0,100,"Buen clima"
"768197",45,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"768211",75,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"768244",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"768260",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"768272",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"768312",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"768313",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"768349",85,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"768355",75,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,80,"Buen clima"
"768357",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Buen clima"
"768360",55,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,60,"Lluvia ligera"
"768380",75,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"768395",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"768404",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,70,"Buen clima"
"768407",35,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",0,100,"Buen clima"
"768446",45,"Accidente leve",0,"No festivo","Oscuro",1,"Sin Asfalto",0,100,"Buen clima"
"768467",75,"Accidente sin lesiones",0,"Fin de semana del Trabajo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"768473",85,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Buen clima"
"768487",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"768511",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"768543",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"768547",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"768557",25,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"768582",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"768589",75,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",1,100,"Buen clima"
"768614",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"768668",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"768702",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"768714",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"768734",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"768778",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"768783",25,"Accidente sin lesiones",0,"Pascua","Oscuro",0,"Asfalto",0,70,"Buen clima"
"768813",65,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"768830",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Buen clima"
"768837",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"768839",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,60,"Lluvia ligera"
"768841",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"768862",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"768863",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"768895",75,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"768918",45,"Accidente leve",0,"No festivo","Soleado",2,"Sin Asfalto",0,100,"Buen clima"
"768935",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia intensa"
"768939",45,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,50,"Buen clima"
"768973",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,70,"Lluvia ligera"
"769003",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"769015",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Niebla"
"769016",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,60,"Buen clima"
"769030",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"769074",75,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,100,"Niebla"
"769093",35,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Soleado",0,"Asfalto",0,100,"Buen clima"
"769098",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"769164",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"769178",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Sin Asfalto",0,80,"Buen clima"
"769188",55,"Accidente sin lesiones",0,"Fin de semana del Trabajo","Soleado",0,"Asfalto",0,100,"Buen clima"
"769238",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"769249",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"769252",95,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"769277",85,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"769279",95,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Niebla"
"769281",35,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,50,"Buen clima"
"769306",25,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,50,"Buen clima"
"769329",55,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,80,"Buen clima"
"769337",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,70,"Buen clima"
"769369",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"769396",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"769399",45,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"769426",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"769432",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"769443",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"769491",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"769498",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"769522",95,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"769537",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,60,"Lluvia ligera"
"769567",45,"Accidente grave",0,"No festivo","Soleado",3,"Asfalto",1,100,"Buen clima"
"769569",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Niebla"
"769577",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"769625",85,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"769632",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"769665",35,"Accidente fatal",1,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"769717",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"769760",55,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,80,"Buen clima"
"769776",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"769845",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"769850",35,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,60,"Buen clima"
"769866",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"769876",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Buen clima"
"769902",35,"Accidente grave",0,"Navidad y Año Nuevo","Nublado",0,"Asfalto",1,80,"Buen clima"
"769906",85,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"769926",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"770029",65,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",2,80,"Buen clima"
"770061",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,80,"Lluvia ligera"
"770126",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"770138",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,60,"Buen clima"
"770159",25,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,50,"Lluvia ligera"
"770181",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"770186",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"770189",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"770193",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"770197",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"770198",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"770217",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"770269",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,60,"Buen clima"
"770323",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"770337",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"770361",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"770378",85,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"770441",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"770450",55,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"770463",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"770523",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"770532",35,"Accidente leve",0,"No festivo","Oscuro",2,"Asfalto",0,70,"Buen clima"
"770557",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"770572",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"770573",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,70,"Buen clima"
"770615",25,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"770636",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Lluvia ligera"
"770646",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"770650",35,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"770671",15,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"770724",35,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"770769",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"770797",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"770809",75,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"770884",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Sin Asfalto",0,100,"Buen clima"
"770886",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Buen clima"
"770962",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"770965",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,70,"Lluvia ligera"
"770993",65,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,100,"Buen clima"
"771024",75,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia intensa"
"771041",25,"Accidente sin lesiones",0,"Fin de semana del Trabajo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"771062",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"771087",45,"Accidente sin lesiones",0,"No festivo","Amanecer o atardecer",0,"Asfalto",0,80,"Lluvia ligera"
"771126",75,"Accidente leve",0,"Navidad y Año Nuevo","Soleado",1,"Asfalto",0,80,"Buen clima"
"771145",65,"Accidente leve",0,"Fin de semana del Trabajo","Nublado",1,"Asfalto",0,100,"Buen clima"
"771164",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"771176",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"771209",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,40,"Lluvia ligera"
"771214",75,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"771243",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"771266",65,"Accidente grave",0,"No festivo","Oscuro",2,"Asfalto",1,100,"Buen clima"
"771271",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"771279",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Buen clima"
"771285",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"771291",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"771296",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"771321",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"771326",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Buen clima"
"771346",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,60,"Buen clima"
"771360",75,"Accidente grave",0,"No festivo","Oscuro",4,"Asfalto",1,100,"Buen clima"
"771369",95,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"771409",65,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"771415",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"771442",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"771452",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,60,"Buen clima"
"771468",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,60,"Buen clima"
"771473",75,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Buen clima"
"771476",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"771485",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"771509",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"771510",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"771524",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,60,"Lluvia ligera"
"771526",85,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"771578",75,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"771619",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"771650",35,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"771653",65,"Accidente leve",0,"Fin de semana del Trabajo","Soleado",2,"Asfalto",0,100,"Buen clima"
"771736",55,"Accidente grave",0,"Navidad y Año Nuevo","Nublado",2,"Asfalto",1,80,"Buen clima"
"771754",35,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"771814",35,"Accidente grave",0,"No festivo","Nublado",4,"Asfalto",1,100,"Lluvia ligera"
"771816",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"771835",35,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Buen clima"
"771838",55,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"771851",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"771870",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"771902",55,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"771917",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,60,"Lluvia intensa"
"771919",35,"Accidente leve",0,"Fin de semana del Trabajo","Oscuro",1,"Asfalto",0,50,"Buen clima"
"771931",85,"Accidente leve",0,"Pascua","Oscuro",2,"Asfalto",0,100,"Buen clima"
"771937",25,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Buen clima"
"771943",75,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"771956",55,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,80,"Buen clima"
"771957",25,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"772012",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"772023",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia ligera"
"772045",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,60,"Buen clima"
"772062",55,"Accidente leve",0,"Pascua","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"772083",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"772102",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia intensa"
"772112",25,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,70,"Lluvia ligera"
"772163",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,50,"Lluvia intensa"
"772196",25,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"772203",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,100,"Buen clima"
"772236",35,"Accidente leve",0,"No festivo","Soleado",2,"Asfalto",0,100,"Buen clima"
"772245",45,"Accidente leve",0,"No festivo","Nublado",2,"Asfalto",0,100,"Buen clima"
"772274",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"772281",65,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Niebla"
"772302",45,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"772334",85,"Accidente sin lesiones",0,"Cumpleaños de la Reina","Oscuro",0,"Asfalto",0,100,"Buen clima"
"772363",55,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,100,"Lluvia ligera"
"772368",65,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Buen clima"
"772369",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"772379",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,80,"Lluvia ligera"
"772380",55,"Accidente fatal",1,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"772385",15,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"772393",75,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"772427",65,"Accidente leve",0,"Navidad y Año Nuevo","Oscuro",2,"Asfalto",0,100,"Buen clima"
"772466",25,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,70,"Buen clima"
"772532",35,"Accidente grave",0,"Navidad y Año Nuevo","Soleado",1,"Asfalto",3,80,"Buen clima"
"772554",65,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"772573",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,80,"Buen clima"
"772586",65,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"772624",45,"Accidente leve",0,"No festivo","Amanecer o atardecer",2,"Asfalto",0,50,"Lluvia intensa"
"772660",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Buen clima"
"772666",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"772715",85,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"772720",65,"Accidente fatal",1,"No festivo","Oscuro",1,"Asfalto",0,100,"Lluvia ligera"
"772721",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"772726",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Lluvia ligera"
"772751",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"772759",35,"Accidente leve",0,"No festivo","Nublado",4,"Asfalto",0,80,"Buen clima"
"772760",55,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Buen clima"
"772772",45,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,50,"Buen clima"
"772840",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"772860",35,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,80,"Buen clima"
"772871",65,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia intensa"
"772872",75,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,80,"Buen clima"
"772886",75,"Accidente grave",0,"No festivo","Nublado",2,"Asfalto",1,80,"Lluvia ligera"
"772926",55,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"772944",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"772962",35,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"772966",95,"Accidente fatal",2,"No festivo","Oscuro",0,"Asfalto",4,100,"Lluvia ligera"
"772970",45,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,100,"Buen clima"
"772971",75,"Accidente sin lesiones",0,"Navidad y Año Nuevo","Soleado",0,"Asfalto",0,100,"Buen clima"
"772993",75,"Accidente sin lesiones",0,"No festivo","Soleado",0,"Asfalto",0,100,"Buen clima"
"772996",75,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,100,"Lluvia ligera"
"773010",75,"Accidente grave",0,"Pascua","Oscuro",0,"Asfalto",3,100,"Buen clima"
"773016",45,"Accidente leve",0,"No festivo","Nublado",1,"Asfalto",0,50,"Lluvia ligera"
"773042",95,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"773086",45,"Accidente sin lesiones",0,"No festivo","Nublado",0,"Asfalto",0,100,"Lluvia ligera"
"773100",35,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Buen clima"
"773130",45,"Accidente sin lesiones",0,"No festivo","Oscuro",0,"Asfalto",0,50,"Lluvia ligera"
"773148",65,"Accidente grave",0,"No festivo","Soleado",0,"Asfalto",1,100,"Buen clima"
"773150",45,"Accidente grave",0,"No festivo","Nublado",0,"Asfalto",1,80,"Lluvia ligera"
"773174",25,"Accidente leve",0,"Navidad y Año Nuevo","Oscuro",1,"Asfalto",0,80,"Buen clima"
"773204",55,"Accidente grave",0,"No festivo","Soleado",1,"Asfalto",1,100,"Buen clima"
"773206",45,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Buen clima"
"773207",25,"Accidente leve",0,"No festivo","Oscuro",1,"Asfalto",0,80,"Nieve"
"773247",35,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,80,"Buen clima"
"773288",55,"Accidente leve",0,"No festivo","Soleado",1,"Asfalto",0,100,"Buen clima"
"773292",75,"Accidente fatal",1,"No festivo","Oscuro",3,"Asfalto",4,100,"Buen clima"
"773326",75,"Accidente grave",0,"No festivo","Oscuro",0,"Asfalto",1,100,"Lluvia ligera"
